工单ID,url,一级标签,二级标签,三级标签,四级标签,局点名称,问题分类,原因分类,问题标题,工单创建时间,工单结单时间,内部建单人,当前处理人,工单负责人,一线处理时长 (h),一点五线处理时长 (h),二线处理时长(h),产研处理时长(h),垂直产研处理时长(h),处理时长(h),待查根因停留时长(h),超长工单,根因描述 ,后续规避措施,备注,进阶分类
9737062,https://link.andon.tencent.com/2HrOXTLo,TCE,存储,日志服务(CLS),日志服务(CLS),广东金税信创云_业务专网区-广东信创业务-广东信创业务AZ,产品出现异常,性能问题,【税总广东-TCE380-张纪祥】cls-kafka磁盘超阈值,2022-10-21 01:52:03,2022-10-28 15:19:39,p_yhaoliang,p_gwweigao,p_gwweigao,0.97,0.76,0,0,0,1.73,14.39,0,,咨询,,咨询
9698530,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=9698530&sign=34457d4a8f87037d290c56ed297b80f5,TCE,中间件,腾讯服务框架(TSF),腾讯服务框架(TSF),广东金税信创云_互联网区-广东信创互联网-广东信创互联网AZ,产品出现异常,性能问题,"【税总广东-TCE380-汪晓雷】 tsf服务治理An internal error has occurred. Retry your request, but if the problem pers",2022-10-14 10:37:27,2022-11-09 15:10:40,p_andysshi,p_pmhliu,p_pmhliu,0.23,0.2,0,8.66,14.5,23.59,439.86,0,tsf-resource 中请求处理耗时长，达90s,优化产品特性,,性能问题
9612130,https://link.andon.tencent.com/thxzRFNf,TCE,数据库,分布式云数据库(TBase),服务请求,金税信创云平台南海_业务专网区-总局南海业务信创-总局南海业务信创区,产品出现异常,性能问题,【税总广东-TCE380】【胡帆】广东业务区tbase租户端查看实例信息失败，显示后台接口响应超时,2022-09-26 09:07:31,2022-10-03 15:15:45,p_pqiaozeng,p_pqiaozeng,p_pqiaozeng,0.15,3.09,0,0,0,3.23,4.17,0,"广东业务区tbase租户端查看实例信息失败，显示后台接口响应超时，重启了3台confdb，oss master后恢复。目前现场的confdb 机器配置比较低，在服务器节点数达到一定数据量级的时候加载会变慢，目前是建议升级配置。
",完善容量规划,,信创机型性能低
10175636,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10175636&sign=67975c003a5fab977e4f89a31610390e,TCE,平台应用,基础设施(DCOS),基础设施(DCOS),金税信创云平台(互联网区)-总局互联网信创-互联网信创区1,产品出现异常,性能问题,【税总发票云-四川-TCE3100（ARM）-郭应怀】服务器管理dcos-通用服务器配置初始化失败--页面报错,2023-01-06 14:25:36,2023-01-13 15:49:58,p_jieellli,p_jieellli,p_jieellli,0.1,0,1.55,0,0,1.66,0.91,0,"服务器管理dcos-通用服务器配置初始化失败--页面报错
，因igniter pod 下proxy服务没有启动，通过重启进程后配置初始化成功",提升可靠性,,根因不明
10164416,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10164416&sign=c869e5c9767b7d3c8a43bd8618739eb2,TCE,云监控,云监控(Barad),云监控(Barad),厦门金税信创云_业务专网区-厦门金税信创业务专网-厦门金税信创云业务专网一区,产品出现异常,性能问题,【税总发票云-厦门-TCE-张逸凡】业务网区，凌晨3:54后无监控数据,2023-01-04 15:56:05,2023-01-11 15:20:37,p_ppyling,p_ppyling,p_ppyling,0.06,0,0.46,0,0,0.53,0,0,凌晨3:54后无监控数据，因es节点掉了一个，重拉es节点，手动分配shard后修复,提升可靠性,,根因不明
10154688,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10154688&sign=bce4dee9267c07f8a2d212234db967e4,TCE,云监控,云监控(Barad),云监控(Barad),四川金税新创云-四川信创云业务专网-四川金税信创云业务AZ,产品出现异常,性能问题,【税总发票云-四川-TCE3100（ARM）-卢杰达@腾讯】四川业务区，barad所有监控无数据,2023-01-02 22:52:29,2023-01-11 15:11:10,p_wzpwwang,p_kaiweiyi,p_kaiweiyi,0.4,0,2.68,0,0,3.08,7.76,0,barad所有监控无数据，es集群red,提升可靠性,,根因不明
9491171,https://link.andon.tencent.com/vEbBvPoA,TCE,数据库,缓存数据库(Redis),缓存数据库(Redis),金税信创云平台_备份_互联网区-总局非国产化互联网区-总局非国产化互联网区,产品出现异常,性能问题,【税总发票云-TCE 380-董小松】【redis】天巡巡检redis有异常,2022-09-05 10:08:24,2022-09-15 15:11:57,p_zqdeng,p_zqdeng,p_zqdeng,0.57,7.28,0,0,0,7.85,63.94,0,,咨询,,咨询
8296284,https://link.andon.qq.com/KcmH70BQ,TCE,中间件,腾讯服务框架(TSF),腾讯服务框架(TSF),广东金税信创云_业务专网区-广东信创业务-广东信创业务AZ,基础设施异常,性能问题,【税总广东-TCE380-黄全辉】业务区tsf-ctsdb节点异常,2022-03-02 10:13:55,2022-03-10 14:31:38,p_daiyimao,p_ylangtan,p_ylangtan,0.2,8.3,0,0,0,8.49,15.34,0,业务区tsf-ctsdb节点异常,咨询,,咨询
8368115,https://link.andon.qq.com/0QlJL2Yz,TCE,平台支撑,TCS,TCS,广东金税信创云_业务专网区-广东信创业务-广东信创业务AZ,产品出现异常,性能问题,【税总云发票-上海-TCE-尹旭】【tcs】云哨告警：Pod异常状态告警，告警对象oss-tdsqll-exportter,2022-03-11 16:09:53,2022-03-18 14:43:36,p_xingyupu,p_xuyangyin,p_xuyangyin,0.09,0.17,0,0,0,0.26,0,0,,咨询,,咨询
8804748,https://link.andon.qq.com/1mszHnbD,TCE,平台支撑,TCS,TCS,上海金税信创云_互联网区-上海信创互联网区-上海信创互联网区AZ,产品出现异常,性能问题,【税总发票云-TCE 380-董小松】 tcs 租户端监控无数据,2022-05-13 14:17:02,2022-05-20 14:34:17,p_ppxichen,p_pchenchen,p_pchenchen,0.11,4.95,0,0,0,5.05,0,0,es的java版本不兼容，导致界面显示异常，将旧的es节点版本拷贝到新扩容机器上重启服务解决,前线确保配置正确,,配置
9520726,https://link.andon.tencent.com/YgBgDqfT,TCE,中间件,腾讯服务框架(TSF),腾讯服务框架(TSF),上海金税信创云_业务专区-上海信创业务专区-上海信创业务专区AZ,巡检发现异常,性能问题,【税总云发票-上海-TCE-尹旭】【TSF】天巡巡检 告警排查 咨询,2022-09-08 20:42:56,2022-09-16 15:21:06,p_hwxiong,p_hwxiong,p_hwxiong,0.09,0.15,0,0,0,0.24,0,0,,咨询,,咨询
9844871,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=9844871&sign=3449fa83306345905e059603876cad55,TCE,安全,主机安全(云镜租户版),主机安全(云镜租户版),上海金税信创云_业务专区-上海信创业务专区-上海信创业务专区AZ,产品咨询,性能问题,【税总云发票-上海-TCE-尹旭】云哨告警 pod实际cpu使用率超过阈值 yunjing-srv,2022-11-07 15:30:44,2022-11-14 15:14:55,p_pbwjiang,p_pbwjiang,p_pbwjiang,0.31,0.08,0,0,0,0.39,0.6,0,,咨询,,咨询
8892145,https://link.andon.qq.com/q8fg43tc,TCE,数据库,分布式数据库(TDSQL),分布式数据库(TDSQL),金税信创云平台(互联网区)-总局互联网信创-互联网信创区1,产品出现异常,性能问题,【税总广东-TCE380-廖川】TDSQL－PG添加DN节点失败,2022-05-26 17:07:40,2022-06-02 14:35:39,p_yhaoliang,p_zqdeng,p_zqdeng,0.52,1.98,0,0,0,2.5,0,0,TDSQL－PG添加DN节点失败，做完主切切换后，6分钟后 这个tbase实例 添加DN节点就成功了。,提升可靠性,,根因不明
10037999,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10037999&sign=c728258ad53d23ab95df0fd43b03710e,Redis,Redis运维平台,日志管理,日志异常,金税信创云平台(互联网区)-总局互联网信创-互联网信创区1,产品出现异常,性能问题,【税总云发票-上海-TCE-陈琦】redisControlCenter节点巡检与ntp时间不同步，检查ntp配置没问题，请协助处理,2022-12-07 14:47:05,2022-12-15 15:11:08,p_dijiasong,p_dijiasong,p_dijiasong,0.15,1.8,0,0,0,1.95,24.18,0,,咨询,,咨询
9530581,https://link.andon.tencent.com/ZqJPaY64,TCE,数据库,缓存数据库(Redis),缓存数据库(Redis),广东金税信创云_业务专网区-广东信创业务-广东信创业务AZ,产品出现异常,性能问题,【税总广东-TCE380-张均衡】北京业务区X86环境，支撑机器开机起服务相关咨询,2022-09-12 09:47:08,2022-09-19 15:10:46,p_ccongren,p_ccongren,p_ccongren,0.44,3.22,0,0,0,3.66,2.75,0,,咨询,,咨询
9294157,https://link.andon.tencent.com/KRSCQTzu,TCE,存储,日志服务(CLS),日志服务(CLS),上海金税信创云_业务专区-上海信创业务专区-上海信创业务专区AZ,产品技术咨询,性能问题,【税总发票云-TCE 380-仝欣】CLS搜不到日志,2022-08-01 17:30:57,2022-08-09 15:15:27,p_anjianli,p_xyxinyang,p_xyxinyang,0.33,1.81,0,0.06,0,2.2,24.2,0,,加强功能验证,,功能异常
10043613,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10043613&sign=d28b1ab7e4b9c78bd9e1f88ca128c950,TCE,存储,对象存储(CSP),对象存储(CSP),金税信创云平台二办_互联网专网区-总局二办互联网信创-总局二办互联网信创区,产品出现异常,性能问题,【税总发票云-TCE-刘雪梅】csp网关节点异常,2022-12-08 11:09:12,2022-12-15 15:13:09,p_pchenchen,p_pchenchen,p_pchenchen,0.17,0,1.14,0,0,1.31,5.17,0,csp网关节点异常，结单data盘被写满导致进程异常，清理日志后重启节点,完善容量规划,,容量规划
10232202,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10232202&sign=05aae5db7472ab39cc232d14f1eedc12,TCE,平台支撑,ES,ES,天津金税信创云_互联网区-天津金税信创互联网-天津金税信创互联网一区,产品出现异常,性能问题,【税总发票云-天津-TCE-胡帆】redis实例监控指标无数据,2023-01-25 14:35:15,2023-02-01 15:10:30,p_pbwjiang,p_pbwjiang,p_pbwjiang,0.21,0.11,2.34,0,0,2.66,0,0,redis实例监控指标无数据，es进程卡死，通过kill进程，系统自动拉起,提升可靠性,,根因不明
9245973,https://link.andon.tencent.com/W8TGDYRK,TCE,数据库,分布式数据库(TDSQL),分布式数据库(TDSQL),广东金税信创云_互联网区-广东信创互联网-广东信创互联网AZ,产品出现异常,性能问题,【税总广东-TCE380-包海军】广东互联网支撑tdsql目录超过94%,2022-07-23 21:07:56,2022-07-31 14:32:36,p_pmhliu,p_tomi,p_tomi,0.31,0.81,0,2.16,0,3.29,11.11,0,"广东互联网支撑tdsql目录超过94%
，重启collector，监控正常，重做备机，主从正常",提升可靠性,,根因不明
10079823,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10079823&sign=983f778d356315b39c62c81b15754449,TCE,平台支撑,TDSQL,TDSQL,青岛金税信创云_业务专网区-青岛金税信创业务专网-青岛金税信创业务专网一区,产品出现异常,性能问题,【税总发票云-青岛-TCE-张纪祥】支持数据库异常,2022-12-14 15:29:26,2022-12-22 15:11:18,p_pbwjiang,p_dijiasong,p_dijiasong,0.26,1.37,0,0,0,1.63,25.48,0,机器故障，导致数据库异常 ，平台受到支撑库影响，刚才无法打开租户端、运营端。,咨询,,咨询
10386322,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10386322&sign=3e87f50b8cdcb3dfa07662dbe87534ec,TCE,云监控,业务监控(TSM),业务监控(TSM),金税信创云平台(互联网区)-总局互联网信创-互联网信创区1,产品出现异常,性能问题,【税总发票云-重庆-TCE-汪晓雷】cvm/redis/tbase监控无数据,2023-03-02 10:59:41,2023-03-09 15:13:05,p_pgangyu,p_pgangyu,p_pgangyu,0.15,0,0.84,0,0,0.99,3.28,0,,提升可靠性,,根因不明
9616137,https://link.andon.tencent.com/KtTJnjWs,TCE,数据库,分布式云数据库(TBase),备份问题,广东金税信创云_业务专网区-广东信创业务-广东信创业务AZ,产品出现异常,性能问题,"【税总广东-TCE380-陈丰】广东tbase查询库,升级csp后，备份仍失败，请协助原因分析",2022-09-26 15:19:29,2022-10-15 15:10:44,p_pjunbai,p_xyxinyang,p_xyxinyang,0,3.06,0,3.65,0.7,27.6,259.97,1,通过调大超时时间解决,优化配置基线,,信创机型性能低
10013774,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10013774&sign=b01dcda327281b25ee25050bf075dd71,TCE,存储,日志服务(CLS),日志服务(CLS),四川金税新创云-四川信创云业务专网-四川金税信创云业务AZ,产品出现异常,性能问题,【税总发票云-四川-TCE3100（ARM）-张逸凡】租户端CLS检索分析有日志数量，但检索结果为空,2022-12-02 20:55:41,2022-12-14 15:12:54,p_jieellli,p_jieellli,p_jieellli,0.07,1.43,0,0,0,1.5,113.88,0,"租户端CLS检索分析有日志数量，但检索结果为空，无法检索7天以前的日志，ES做切割时需要访问etcd，etcd异常时无重试机制。
，先滚动ES索引,重启estach解决问题。后续规避措施：产品修改代码逻辑，出包推存量客户",优化产品特性,,功能缺失
10345895,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10345895&sign=b9a351f3d8de2461ca471b257391b8a3,TCE,数据库,分布式数据库(TDSQL),分布式数据库(TDSQL),金税信创云平台二办_互联网专网区-总局二办互联网信创-总局二办互联网信创区,产品出现异常,性能问题,【税总广东-TCE380-黎海懋】总局二办业务网（TCE3100）TDSQL监控告警数10000+,2023-02-22 13:08:30,2023-03-02 15:10:56,p_kkaicchen,p_pgangyu,p_pgangyu,0.21,1,0,0,0,1.22,20.74,0,"TDSQL监控告警数10000+
，因采集分析进程异常导致
通过重启collector和analyze进程后正常",提升可靠性,,根因不明
10025327,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10025327&sign=a1e05bb80f64d0525a6afe1580fdf95e,TCE,平台支撑,TCS,TCS,金税信创云平台(互联网区)-总局互联网信创-互联网信创区1,巡检发现异常,性能问题,【税总发票云-TCE-杜振】2台物理机器磁盘快满了，TCS master和tcs node，其他三台虚拟机同样的问题，跑的业务分别是es和nginx。还有一台没有命名，不知道跑的什么业务。,2022-12-05 17:54:03,2022-12-12 15:16:55,p_xjwen,p_xjwen,p_xjwen,0.21,0,0.55,0,0,0.75,2.2,0,,咨询,,咨询
10094195,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10094195&sign=0b7ac957b8ce3941603482c4b7a96bf6,TCE,云监控,云哨,云哨,金税信创云平台(业务专网区)-总局业务信创-总局业务信创区,产品出现异常,性能问题,【税总发票云-青岛-TCE-林业伟】 业务区云哨告警“etcd对等连接p99耗时过长告警”,2022-12-16 20:22:52,2022-12-23 15:16:33,p_kaiweiyi,p_kaiweiyi,p_kaiweiyi,0.15,0,0.76,0,0,0.91,0,0,"业务区云哨告警“etcd对等连接p99耗时过长告警”，tcs_etcd_network_peer_round_trip_time_seconds > 0.15   
一般是磁盘性能问题，切换成ssd可以解决",完善容量规划,,容量规划
8946326,https://link.andon.qq.com/iWqUDvHJ,TCE,数据库,缓存数据库(Redis),缓存数据库(Redis),金税信创云平台(业务专网区)-总局业务信创-总局业务信创区,产品出现异常,性能问题,【税总发票云-TCE 380-王成】北京业务区redis监控无数据,2022-06-05 14:55:35,2022-06-12 14:34:09,p_ldantang,p_ldantang,p_ldantang,0.42,1.45,0,0,0,1.87,0,0,,,,
8959869,https://link.andon.qq.com/SWt7PI4t,TCE,存储,云硬盘(CBS),云硬盘(CBS),上海金税信创云_业务专区-上海信创业务专区-上海信创业务专区AZ,产品出现异常,性能问题,【税总云发票-上海-TCE380-张雅】CBS HCBS流控预警组件异常告警 | 对象: 78.11.12.59,2022-06-07 13:31:12,2022-06-14 14:45:12,p_ldantang,p_lchengluo,p_lchengluo,0.76,0.85,0,0,0,1.61,0,0,,,,
10007625,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10007625&sign=c72de997ac6666b0277074543ae7b8a0,TCE,安全,Web应用防火墙(WAF),Web应用防火墙(WAF),金税信创云平台二办_互联网专网区-总局二办互联网信创-总局二办互联网信创区,产品出现异常,性能问题,【税总发票云-TCE-鲔鱼】waf流量为空,2022-12-02 10:09:08,2022-12-09 15:12:48,p_bocui,p_pxhewen,p_pxhewen,3.36,4.81,0.28,0,0,8.45,0,0,,,,
10195266,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10195266&sign=3dc775ceb95b4584591662c0b1fb015e,TCE,数据库,分布式云数据库(TBase),资源不足,青岛金税信创云_业务专网区-青岛金税信创业务专网-青岛金税信创业务专网一区,产品出现异常,性能问题,【税总发票云-青岛-TCE-张雨琦】tbase，dn节点CPU使用率在某一时间点异常升高,2023-01-11 10:13:42,2023-01-18 15:25:06,p_pgangyu,p_pgangyu,p_pgangyu,0.14,1.39,0,0,0,1.54,0.71,0,,,,
10138951,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10138951&sign=9e9acd7bd0e1d6c99f350aba7587ebed,TCE,计算,容器服务(TKE),容器服务(TKE),天津金税信创云_业务专网区-天津金税信创业务专网-天津金税信创业务专网一区,产品出现异常,性能问题,【税总发票云-天津-TCE-罗思帆】天津业务区提示tsf云api请求调用失败,2022-12-28 15:56:17,2023-01-04 15:30:24,p_pxhewen,p_pxhewen,p_pxhewen,0.12,0.24,1.49,0,0,1.86,0,0,,,,
8452349,https://link.andon.qq.com/oT4nafqB,TCE,安全,高级威胁检测系统(NTA),高级威胁检测系统(NTA),广东金税信创云_互联网区-广东信创互联网-广东信创互联网AZ,产品出现异常,性能问题,【税总广东-TCE380-张栩浩】打开互联网区高级威胁检测系统页面不停自动刷新，正常显示后进入功能页加载异常，一直不停转圈,2022-03-23 11:51:03,2022-03-31 14:32:32,p_ttingzeng,p_hwxiong,p_hwxiong,0.72,2.25,0,0,24.03,26.99,1.42,0,,,,
9890622,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=9890622&sign=15888c7da03a909b73f733279dbf8acb,TCE,数据库,分布式云数据库(TBase),运维操作,四川金税新创云-四川信创云业务专网-四川信创业务AZ,巡检发现异常,性能问题,【税总发票云-四川-TCE3100（ARM）-廖川】tdsql-pg pg_wal日志增长过快，每小时一万多个，有同步数据终端风险，帮忙看看怎么处理,2022-11-14 15:44:20,2022-11-21 15:16:07,p_pchenchen,p_pchenchen,p_pchenchen,0.2,2.66,0,0,0,2.86,0,0,,,,
8427817,https://link.andon.qq.com/qAnHnjjQ,TCE,中间件,腾讯服务框架(TSF),腾讯服务框架(TSF),金税信创云平台(业务专网区)-总局业务信创-总局业务信创区,产品出现异常,性能问题,【税总发票云-TCE 380-彭程】总局业务租户端tsf页面，报错token验证失败,2022-03-20 02:28:52,2022-04-01 14:31:17,p_xyxinyang,p_daiyimao,p_daiyimao,36.88,5.14,0,0,19.88,45.1,89.03,0,,,,
9528744,https://link.andon.tencent.com/SAuWruQ6,TCE,安全,高级威胁检测系统(NTA),高级威胁检测系统(NTA),广东金税信创云_业务专网区-广东信创业务-广东信创业务AZ,产品出现异常,性能问题,【税总广东-TCE380-张均衡】御界页面无法打开,2022-09-10 17:43:51,2022-09-17 15:11:41,p_hwxiong,p_ccongren,p_ccongren,2.58,0.77,0,0,0,3.34,0,0,,,,
9200872,https://link.andon.tencent.com/JWs9FZf4,TCE,中间件,腾讯服务框架(TSF),腾讯服务框架(TSF),上海金税信创云_业务专区-上海信创业务专区-上海信创业务专区AZ,产品出现异常,性能问题,【税总发票云-TCE 380-董小松】 tsf查看日志报es性能异常,2022-07-15 15:58:22,2022-07-22 14:54:57,p_ttingzeng,p_ldantang,p_ldantang,0.49,2.45,0,0,0,2.94,0,0,,,,
9951104,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=9951104&sign=d72cc166cf3dcd9dc13ab049fbc7a3f2,TCE,数据库,时序数据库(CTSDB),时序数据库(CTSDB),金税信创云平台(互联网区)-总局互联网信创-互联网信创区1,产品出现异常,性能问题,【税总广东-TCE380-吴才方】麻烦帮忙拉个单，ctsdb 1 并发压测，把CPU 打满。,2022-11-23 19:50:05,2022-12-03 15:10:31,p_kaiweiyi,p_gwweigao,p_gwweigao,0.93,3.05,0.95,0,0.01,9.26,65.01,0,,,,
9869393,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=9869393&sign=1f151c81daed6465f5215e793d95a9c7,TCE,云监控,云哨,云哨,上海金税信创云_业务专区-上海信创业务专区-上海信创业务专区AZ,产品出现异常,性能问题,【税总云发票-上海-TCE-尹旭】云哨告警 Pod cpu使用率(占limit)超过阈值 infrastore-metric-ingester-2,2022-11-10 15:22:47,2022-11-17 15:36:14,p_ppyling,p_ppyling,p_ppyling,0.09,0,0.47,0,0,0.55,0,0,,,,
9576708,https://link.andon.tencent.com/WhApuvIH,TCE,数据库,缓存数据库(Redis),缓存数据库(Redis),金税信创云平台(互联网区)-总局互联网信创-互联网信创区1,产品出现异常,性能问题,【税总广东-TCE380-张纪祥】redis使用内存小于80%,2022-09-19 20:33:26,2022-09-26 15:46:52,p_daiyimao,p_daiyimao,p_daiyimao,0.1,0.39,0,0,0,0.5,0,0,,,,
9033519,https://link.andon.qq.com/vgFCK0BB,TCE,中间件,腾讯服务框架(TSF),腾讯服务框架(TSF),金税信创云平台_备份_互联网区-总局非国产化互联网区-总局非国产化互联网区,产品出现异常,性能问题,【税总广东-TCE380-汪晓雷】tsf-es卡顿，无法获取日志,2022-06-17 18:07:54,2022-06-24 14:44:47,p_anjianli,p_ccongren,p_ccongren,0.18,0.23,0,0,0,0.41,0,0,,,,
9253934,https://link.andon.tencent.com/uOKfYvdu,TCE,平台支撑,TCS,TCS,广东金税信创云_业务专网区-广东信创业务-广东信创业务AZ,产品技术咨询,性能问题,【税总云发票-上海-TCE-尹旭】mongos-tceproducttcentersupportmongodb Pod cpu使用率(占limit)超过阈值，请协助处理,2022-07-25 18:16:30,2022-08-01 14:55:33,p_anjianli,p_daiyimao,p_daiyimao,0.3,0.1,0,0,0,0.39,1.11,0,,,,
10115049,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10115049&sign=25410079f79eca592cc5f9864ece9399,TCE,云监控,云哨,云哨,上海金税信创云_业务专区-上海信创业务专区-上海信创业务专区AZ,产品出现异常,性能问题,【税总云发票-上海-TCE-陈琦】【云哨】infrastore-log-ingester-0状态异常告警，,2022-12-22 11:48:44,2022-12-29 15:21:59,p_pbwjiang,p_pbwjiang,p_pbwjiang,0.34,0,0.38,0,0,0.72,6.29,0,,,,
8893897,https://link.andon.qq.com/R8BTO59o,TCE,数据库,分布式数据库(TDSQL),分布式数据库(TDSQL),金税信创云平台(互联网区)-总局互联网信创-互联网信创区1,产品出现异常,性能问题,【税总广东-TCE380-张纪祥】创建tdsql实例不成功。麻烦帮忙看下,2022-05-26 20:34:08,2022-06-06 14:32:59,p_zqdeng,p_xyxinyang,p_xyxinyang,0.13,2.46,0,0,0,2.59,83.82,0,,,,
9148659,https://link.andon.qq.com/F22bBbHV,高级威胁检测系统(NTA)-御界,功能模块,事件-安全事件,总体感知,上海金税信创云_互联网区-上海信创互联网区-上海信创互联网区AZ,产品出现异常,性能问题,【税总云发票-上海-TCE-尹旭】【御界】御界安全事件搜素无结果，尝试了7天的也不行。,2022-07-07 10:07:25,2022-07-14 14:34:00,p_anjianli,p_yhaoliang,p_yhaoliang,0.09,0.23,0,0,0,0.32,0,0,,,,
10246951,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10246951&sign=c1bab23e4e7f0eb39f7988580cd9461b,TCE,数据库,分布式数据库(TDSQL),分布式数据库(TDSQL),金税信创云平台(业务专网区)-总局业务信创-总局业务信创区,产品出现异常,性能问题,【税总发票云-TCE-毕霜宇】 租户端登录报错,2023-01-31 14:43:16,2023-02-21 15:12:22,p_zpmeng,p_zpmeng,p_zpmeng,0.25,0.96,2.21,1.58,1.95,6.96,324.9,1,,,,
9463204,https://link.andon.tencent.com/CKKNh7wq,TCE,平台支撑,TCS,TCS,金税信创云平台(业务专网区)-总局业务信创-总局业务信创区,产品出现异常,性能问题,【税总广东-TCE380-陈浩华】tcs的node节点重启后，节点上所有pod都ERROR状态，都报Pod sandbox changed， it will be killed and re-crea,2022-08-31 06:38:42,2022-09-07 15:18:41,p_daiyimao,p_andysshi,p_andysshi,0.11,3.26,0,0,0,3.38,6.53,0,,,,
8546881,https://link.andon.qq.com/LyOCm6Ui,TCE,数据库,分布式数据库(TDSQL),分布式数据库(TDSQL),金税信创云平台(业务专网区)-总局业务信创-总局业务信创区,产品出现异常,性能问题,【税总发票云-TCE 380-王文庆】【TDSQL】北京arm业务区，创建实例显示内部服务错误,2022-04-05 17:09:19,2022-04-12 14:31:05,p_hwxiong,p_hwxiong,p_hwxiong,0.13,0.28,0,0,0,0.41,0,0,,,,
10151732,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10151732&sign=2ca39beaf596542b9644f30fb585d4e7,TCE,数据库,分布式数据库(TDSQL),分布式数据库(TDSQL),四川金税信创云_互联网区-四川信创云互联专网-四川信创云互联网区az,基础设施异常,性能问题,【税总发票云-四川-TCE3100（ARM）-钱麟】四川业务区clb发现bug需要进行变更C220554，数据库产品所有underlay虚拟机都需要变更操作，虚拟机不重启，涉及绑定clb的虚拟机会短暂,2022-12-31 16:52:21,2023-01-09 15:10:34,p_lfenglliu,p_xinxyyan,p_xinxyyan,0.17,1.07,0,0,0,1.24,26.52,0,,,,
10133487,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10133487&sign=f6fd83e6f5f87746e6356e960a55245e,TCE,云监控,云监控(Barad),云监控(Barad),广东金税信创云_互联网区-广东信创互联网-广东信创互联网AZ,产品出现异常,性能问题,【税总广东-TCE380-罗思帆】广东互联网区监控数据出现断点,2022-12-27 15:23:52,2023-01-03 15:26:58,p_pchenchen,p_pchenchen,p_pchenchen,0.06,0,0.73,0,0,0.79,0,0,,,,
10229882,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10229882&sign=250d99492e0f139370ced020ce9b8435,TCE,平台支撑,Zookeeper,Zookeeper,金税信创云平台(互联网区)-总局互联网信创-互联网信创区1,业务出现异常,性能问题,【税总发票云-TCE-黄彬】平台支撑zookeeper磁盘读写性能问题,2023-01-21 11:04:40,2023-01-28 15:10:39,p_zqdeng,p_zqdeng,p_zqdeng,0.05,0,0.36,0,0,0.42,0,0,,,,
9718778,https://link.andon.tencent.com/499uKgZn,TCE,存储,日志服务(CLS),日志服务(CLS),广东金税信创云_业务专网区-广东信创业务-广东信创业务AZ,巡检发现异常,性能问题,【税总广东-TCE380-覃明昊】广东业务CLS的kafka机器磁盘超阙,2022-10-18 14:32:49,2022-10-26 15:13:02,p_wwjunwang,p_wwjunwang,p_wwjunwang,0.1,4.76,0,0,0,4.87,15.66,0,,,,
9915155,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=9915155&sign=b19d323f806ac9127951d2757d5edc45,TCE,平台应用,基础平台,基础平台(运营端),广东金税信创云_业务专网区-广东信创业务-广东信创业务AZ,产品出现异常,性能问题,【税总广东-TCE380-何俊超】云审计支撑es索引和分片过多，需推包,2022-11-17 17:14:07,2022-11-24 15:16:40,p_lfenglliu,p_lfenglliu,p_lfenglliu,0.16,0,1.43,0,0,1.59,0,0,,,,
8753577,https://link.andon.qq.com/PgcwtfWn,安全运营中心(SOC)-御见,功能模块,监控中心,正式交付,上海金税信创云_互联网区-上海信创互联网区-上海信创互联网区AZ,产品出现异常,性能问题,【税总云发票-上海-TCE-颜凡】【御见】【TCE380】运营端页面加载缓慢，提示请求错误502,2022-05-06 14:07:15,2022-05-13 14:45:31,p_ttingzeng,p_ldantang,p_ldantang,0.17,2.38,0,0,0,2.55,0,0,,,,
8786374,https://link.andon.qq.com/ctPZDKdR,TCE,安全,高级威胁检测系统(NTA),高级威胁检测系统(NTA),上海金税信创云_互联网区-上海信创互联网区-上海信创互联网区AZ,产品出现异常,性能问题,【税总云发票-上海-TCE-颜凡】【御界】【TCE380】运营端报错，提示服务状态异常,2022-05-11 11:07:02,2022-05-18 14:32:58,p_ppxichen,p_ccongren,p_ccongren,0.12,0.86,0,0,0,0.98,0,0,,,,
